QueryID Q0 DocumentID LuceneScore SystemName
---------------------------------------------------
2 Q0 Space_weather.txt 0.15881142 ApacheLucene
2 Q0 Solar_eclipse_of_September_4,_2100.txt 0.12943321 ApacheLucene
2 Q0 Skylab.txt 0.11068767 ApacheLucene
2 Q0 Digital8.txt 0.09716863 ApacheLucene
2 Q0 Solar_minimum.txt 0.08089576 ApacheLucene
2 Q0 Wind_power.txt 0.0774454 ApacheLucene
2 Q0 Elongation_(astronomy).txt 0.06471661 ApacheLucene
2 Q0 Lunar_swirls.txt 0.056100335 ApacheLucene
2 Q0 Gravitation_of_the_Moon.txt 0.048584316 ApacheLucene
2 Q0 Predictive_power.txt 0.048584316 ApacheLucene
2 Q0 Tachocline.txt 0.048584316 ApacheLucene
2 Q0 Differential_rotation.txt 0.04580573 ApacheLucene
2 Q0 Solar_neutrino.txt 0.04580573 ApacheLucene
2 Q0 Helioseismology.txt 0.045265764 ApacheLucene
2 Q0 Scattering_(physics).txt 0.04207525 ApacheLucene
2 Q0 Theia_(planet).txt 0.04048693 ApacheLucene
2 Q0 Radio_Television_of_Serbia.txt 0.04044788 ApacheLucene
2 Q0 Solar_flare.txt 0.04044788 ApacheLucene
2 Q0 Solar_flares.txt 0.04044788 ApacheLucene
2 Q0 Solar_core.txt 0.040080015 ApacheLucene
2 Q0 Plasma_(physics).txt 0.03966893 ApacheLucene
2 Q0 Astronomy.txt 0.038409274 ApacheLucene
2 Q0 Arthur_Eddington.txt 0.037491422 ApacheLucene
2 Q0 State_equation.txt 0.036212612 ApacheLucene
2 Q0 Gas.txt 0.034710314 ApacheLucene
2 Q0 Hertzsprung%E2%80%93Russell_diagram.txt 0.0343543 ApacheLucene
2 Q0 General_relativity.txt 0.03356999 ApacheLucene
2 Q0 Standard_solar_model.txt 0.032389544 ApacheLucene
2 Q0 Digital_camera.txt 0.029751696 ApacheLucene
2 Q0 Magnetohydrodynamics.txt 0.02862858 ApacheLucene
2 Q0 Limb_darkening.txt 0.02834085 ApacheLucene
2 Q0 Solar_Dynamics_Observatory.txt 0.02834085 ApacheLucene
2 Q0 English_Channel.txt 0.028313516 ApacheLucene
2 Q0 Coronal_mass_ejection.txt 0.028050167 ApacheLucene
2 Q0 Giant-impact_hypothesis.txt 0.028050167 ApacheLucene
2 Q0 Late_Heavy_Bombardment.txt 0.028050167 ApacheLucene
2 Q0 Coronal_radiative_losses.txt 0.024292158 ApacheLucene
2 Q0 Lunar_south_pole.txt 0.024292158 ApacheLucene
2 Q0 Omen.txt 0.024292158 ApacheLucene
2 Q0 Origin_of_the_Moon.txt 0.024292158 ApacheLucene
2 Q0 Luxembourg.txt 0.024268728 ApacheLucene
2 Q0 Electrical_conduction.txt 0.022902865 ApacheLucene
2 Q0 Heliosphere.txt 0.022902865 ApacheLucene
2 Q0 Lunar_distance_(astronomy).txt 0.020243466 ApacheLucene
2 Q0 Seismology.txt 0.020243466 ApacheLucene
2 Q0 Symmetric.txt 0.020243466 ApacheLucene
2 Q0 Moon_landing.txt 0.02022394 ApacheLucene
2 Q0 Solar_cycle.txt 0.020040007 ApacheLucene
2 Q0 Solar_variation.txt 0.020040007 ApacheLucene
2 Q0 Solar_astronomy.txt 0.018106306 ApacheLucene
2 Q0 Sun.txt 0.018106306 ApacheLucene
2 Q0 Magnetic_field.txt 0.017531354 ApacheLucene
2 Q0 Exploratorium.txt 0.01717715 ApacheLucene
2 Q0 Floppy_disk.txt 0.01717715 ApacheLucene
2 Q0 Solar_System.txt 0.01717715 ApacheLucene
2 Q0 Chronology_of_the_ancient_Near_East.txt 0.016194772 ApacheLucene
2 Q0 GSFC.txt 0.016194772 ApacheLucene
2 Q0 Ionisation.txt 0.016194772 ApacheLucene
2 Q0 Ionized.txt 0.016194772 ApacheLucene
2 Q0 Orbit_of_the_Moon.txt 0.016194772 ApacheLucene
2 Q0 Solar_wind.txt 0.016194772 ApacheLucene
2 Q0 Amiens.txt 0.016179152 ApacheLucene
2 Q0 Austria.txt 0.016179152 ApacheLucene
2 Q0 Concorde.txt 0.016179152 ApacheLucene
2 Q0 Croatia.txt 0.016179152 ApacheLucene
2 Q0 Albert_Einstein.txt 0.01431429 ApacheLucene
2 Q0 Ancient_Greece.txt 0.01431429 ApacheLucene
2 Q0 Earth.txt 0.01431429 ApacheLucene
2 Q0 Iron.txt 0.01431429 ApacheLucene
2 Q0 Mir.txt 0.01431429 ApacheLucene
2 Q0 Star.txt 0.01431429 ApacheLucene
2 Q0 Bulgarian_Air_Force.txt 0.014170425 ApacheLucene
2 Q0 Geology_of_the_Moon.txt 0.014170425 ApacheLucene
2 Q0 Retina.txt 0.014170425 ApacheLucene
2 Q0 Tests_of_general_relativity.txt 0.014170425 ApacheLucene
2 Q0 Thermal_conductivity.txt 0.014170425 ApacheLucene
2 Q0 Russia.txt 0.012271948 ApacheLucene
2 Q0 Aeroflot.txt 0.012146079 ApacheLucene
2 Q0 Cassini%E2%80%93Huygens.txt 0.012146079 ApacheLucene
2 Q0 International_Space_Station.txt 0.0114514325 ApacheLucene
2 Q0 Atlantic_Ocean.txt 0.010121733 ApacheLucene
2 Q0 Constantinople.txt 0.010121733 ApacheLucene
2 Q0 Film.txt 0.010121733 ApacheLucene
2 Q0 Human_history.txt 0.010121733 ApacheLucene
2 Q0 Moon.txt 0.010121733 ApacheLucene
2 Q0 Iran.txt 0.008097386 ApacheLucene
2 Q0 Slovenia.txt 0.008097386 ApacheLucene
