QueryID Q0 DocumentID LuceneScore SystemName
---------------------------------------------------
4 Q0 Aeroflot.txt 0.17223589 ApacheLucene
4 Q0 Solar_eclipse_of_July_22,_2009.txt 0.1028048 ApacheLucene
4 Q0 Concorde.txt 0.0947005 ApacheLucene
4 Q0 France.txt 0.09258257 ApacheLucene
4 Q0 Synchronous_grid_of_Continental_Europe.txt 0.08029078 ApacheLucene
4 Q0 Heathrow_Airport.txt 0.07330538 ApacheLucene
4 Q0 Slovenia.txt 0.0694473 ApacheLucene
4 Q0 Hinode.txt 0.05240163 ApacheLucene
4 Q0 Solar_eclipse_of_August_9,_1896.txt 0.051864162 ApacheLucene
4 Q0 Indian_Ocean.txt 0.047635116 ApacheLucene
4 Q0 Human_history.txt 0.04758015 ApacheLucene
4 Q0 International_Space_Station.txt 0.045255534 ApacheLucene
4 Q0 National_Diet_Library.txt 0.043220133 ApacheLucene
4 Q0 Solar_eclipse_of_July_9,_1926.txt 0.043220133 ApacheLucene
4 Q0 Solar_eclipse_of_June_26,_1824.txt 0.043220133 ApacheLucene
4 Q0 Tide.txt 0.040794354 ApacheLucene
4 Q0 Amasya.txt 0.038746666 ApacheLucene
4 Q0 Solar_eclipse_of_August_1,_2008.txt 0.03814095 ApacheLucene
4 Q0 Solar_eclipse_of_July_31,_1981.txt 0.037552573 ApacheLucene
4 Q0 Turkey.txt 0.036875345 ApacheLucene
4 Q0 Yohkoh.txt 0.0366735 ApacheLucene
4 Q0 Solar_eclipse_of_August_10,_1915.txt 0.03457611 ApacheLucene
4 Q0 Solar_eclipse_of_August_19,_1887.txt 0.03457611 ApacheLucene
4 Q0 Solar_eclipse_of_December_2,_1937.txt 0.03457611 ApacheLucene
4 Q0 Solar_eclipse_of_July_20,_1944.txt 0.03457611 ApacheLucene
4 Q0 Solar_eclipse_of_June_19,_1936.txt 0.03457611 ApacheLucene
4 Q0 Solar_eclipse_of_May_19,_1985.txt 0.03457611 ApacheLucene
4 Q0 Solar_eclipse_of_May_9,_1929.txt 0.03457611 ApacheLucene
