QueryID Q0 DocumentID LuceneScore SystemName
---------------------------------------------------
3 Q0 Solar_Saros_126.txt 0.5623293 ApacheLucene
3 Q0 Solar_Saros_136.txt 0.50576806 ApacheLucene
3 Q0 Solar_Saros_145.txt 0.50311744 ApacheLucene
3 Q0 Solar_Saros_146.txt 0.4899093 ApacheLucene
3 Q0 Solar_eclipse_of_June_25,_2150.txt 0.48904866 ApacheLucene
3 Q0 Solar_eclipse_of_June_24,_1778.txt 0.48299566 ApacheLucene
3 Q0 Solar_eclipse_of_July_8,_1842.txt 0.4829812 ApacheLucene
3 Q0 Solar_eclipse_of_April_16,_1874.txt 0.48022354 ApacheLucene
3 Q0 Solar_eclipse_of_August_9,_1896.txt 0.48022354 ApacheLucene
3 Q0 Solar_eclipse_of_February_9,_1766.txt 0.48022354 ApacheLucene
3 Q0 Solar_eclipse_of_January_22,_1898.txt 0.48022354 ApacheLucene
3 Q0 Solar_eclipse_of_August_29,_1886.txt 0.4682825 ApacheLucene
3 Q0 Solar_eclipse_of_September_8,_1885.txt 0.4682825 ApacheLucene
3 Q0 Solar_eclipse_of_June_13,_2132.txt 0.46583626 ApacheLucene
3 Q0 Solar_eclipse_of_December_12,_1871.txt 0.45731348 ApacheLucene
3 Q0 Solar_eclipse_of_November_19,_1816.txt 0.45731348 ApacheLucene
3 Q0 Solar_eclipse_of_November_30,_1853.txt 0.45731348 ApacheLucene
3 Q0 Solar_eclipse_of_February_3,_1916.txt 0.45675865 ApacheLucene
3 Q0 Solar_eclipse_of_January_16,_2094.txt 0.45136368 ApacheLucene
3 Q0 Solar_eclipse_of_July_16,_2186.txt 0.45099002 ApacheLucene
3 Q0 List_of_solar_eclipses_visible_from_Russia.txt 0.45017785 ApacheLucene
3 Q0 Solar_eclipse_of_April_30,_2060.txt 0.44725814 ApacheLucene
3 Q0 Solar_eclipse_of_February_25,_1952.txt 0.44725814 ApacheLucene
3 Q0 Solar_eclipse_of_July_5,_2168.txt 0.44494846 ApacheLucene
3 Q0 Solar_eclipse_of_June_29,_1927.txt 0.44494846 ApacheLucene
3 Q0 Solar_eclipse_of_July_9,_1945.txt 0.44280973 ApacheLucene
3 Q0 Solar_eclipse_of_May_22,_1724.txt 0.4406739 ApacheLucene
3 Q0 Solar_eclipse_of_June_3,_2114.txt 0.43544796 ApacheLucene
3 Q0 Solar_eclipse_of_October_14,_2042.txt 0.43474466 ApacheLucene
3 Q0 Solar_eclipse_of_June_8,_1956.txt 0.43427524 ApacheLucene
3 Q0 Solar_eclipse_of_November_12,_1985.txt 0.43427524 ApacheLucene
3 Q0 Solar_eclipse_of_June_8,_1937.txt 0.43335107 ApacheLucene
3 Q0 List_of_solar_eclipses_in_the_21st_century.txt 0.43016502 ApacheLucene
3 Q0 Solar_eclipse_of_June_19,_1936.txt 0.42904824 ApacheLucene
3 Q0 Solar_eclipse_of_December_23,_1908.txt 0.4257579 ApacheLucene
3 Q0 Solar_eclipse_of_December_5,_2048.txt 0.4254593 ApacheLucene
3 Q0 Solar_Saros_143.txt 0.42427385 ApacheLucene
3 Q0 Solar_eclipse_of_January_14,_1907.txt 0.42423165 ApacheLucene
3 Q0 Solar_eclipse_of_April_8,_2005.txt 0.42350024 ApacheLucene
3 Q0 Solar_eclipse_of_March_30,_2052.txt 0.41905957 ApacheLucene
3 Q0 Solar_eclipse_of_September_23,_2071.txt 0.41817862 ApacheLucene
3 Q0 Solar_eclipse_of_November_2,_1967.txt 0.41785434 ApacheLucene
3 Q0 Solar_eclipse_of_August_12,_1654.txt 0.41660717 ApacheLucene
3 Q0 Solar_eclipse_of_August_29,_1867.txt 0.41660717 ApacheLucene
3 Q0 Solar_eclipse_of_July_18,_1860.txt 0.41660717 ApacheLucene
3 Q0 Solar_eclipse_of_June_26,_1824.txt 0.41660717 ApacheLucene
3 Q0 Solar_eclipse_of_December_17,_2066.txt 0.4148985 ApacheLucene
3 Q0 Solar_eclipse_of_December_27,_2084.txt 0.4148985 ApacheLucene
3 Q0 Solar_eclipse_of_October_1,_1940.txt 0.4148985 ApacheLucene
3 Q0 Solar_eclipse_of_September_21,_1922.txt 0.4148985 ApacheLucene
3 Q0 Solar_eclipse_of_November_1,_1948.txt 0.4117789 ApacheLucene
3 Q0 Solar_eclipse_of_April_20,_2061.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_August_12,_2064.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_August_2,_2046.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_August_24,_2082.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_August_31,_1932.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_December_26,_2057.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_January_6,_2076.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_June_11,_2086.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_June_2,_2095.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_May_11,_2059.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_May_11,_2097.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_May_19,_1928.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_May_22,_2077.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_May_29,_1938.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_May_31,_2068.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_May_9,_1910.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_October_1,_1921.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_October_12,_1939.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_October_23,_1957.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_September_12,_1950.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_September_12,_2053.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_September_12,_2072.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_September_21,_1903.txt 0.409337 ApacheLucene
3 Q0 Solar_eclipse_of_September_22,_1968.txt 0.409337 ApacheLucene
3 Q0 Solar_Saros_127.txt 0.4084988 ApacheLucene
3 Q0 Solar_eclipse_of_April_25,_1865.txt 0.40818998 ApacheLucene
3 Q0 Solar_eclipse_of_August_24,_2063.txt 0.40818998 ApacheLucene
3 Q0 Solar_eclipse_of_January_25,_1944.txt 0.40818998 ApacheLucene
3 Q0 Solar_eclipse_of_May_18,_1901.txt 0.40818998 ApacheLucene
3 Q0 Solar_eclipse_of_September_3,_2081.txt 0.40818998 ApacheLucene
3 Q0 Solar_eclipse_of_December_4,_2002.txt 0.40256917 ApacheLucene
3 Q0 Solar_eclipse_of_April_28,_1930.txt 0.40179026 ApacheLucene
3 Q0 Solar_eclipse_of_December_26,_2038.txt 0.40179026 ApacheLucene
3 Q0 Solar_eclipse_of_December_22,_1870.txt 0.40018627 ApacheLucene
3 Q0 Solar_eclipse_of_March_7,_1598.txt 0.40018627 ApacheLucene
